investigator_id,investigator_name,rank,unit,discipline_count
1152,"RICHARDS, MARK",,,0
1153,"RICHARDS, MAURICE",,,2
1154,"RICHARDS, WARREN",,,0
1155,"RICHMOND, EUGENE",,,0
1156,"RICHMOND, JOHNNA",INVESTIGATOR 2 IPRA,113,1
1157,"RIESCHE, WILLIAM",,,0
1158,"RIGAN, KEITH",SERGEANT OF POLICE,007,1
1159,"RIGAN, KRISTOPHE",,,0
1160,"RIGGENBACH, CARL",,,0
1161,"RIGOLI, MICHAEL",,,1
1162,"RILEY, THERESE",,,0
1163,"RIORDAN, JOHN",,,0
1164,"RIORDAN, PATRICK",,,0
1165,"RIOS, JUAN",LIEUTENANT OF POLICE,015,0
1166,"RIOS, SONIA",,,0
1167,"RISLEY, THOMAS",,,0
1168,"RIZZI JR, DOMINIC",,,0
1169,"ROBERTS, CRAIG",,,0
1170,"ROBERTS, GEORGE",SUPERVISING INVESTIGATOR,113,0
1171,"ROBERTS, THEODORE",,,0
1172,"ROBINSON, HOLLY",,,0
1173,"ROBINSON, RODERICK",,,0
1174,"ROCHE, JANICE",,,0
1175,"ROCHOWICZ JR, RICHARD",,,0
1176,"ROCHOWICZ, RICHARD",,,0
1177,"RODRIGUEZ, DAVID",,,0
1178,"ROGERS, MICHAEL",,,0
1179,"ROMAN JR, WILFREDO",SERGEANT OF POLICE,015,0
1180,"ROMAN, MELVIN",,,0
1181,"ROMAN, WILFREDO",,,0
1182,"ROMERO, ANGEL",,,0
1183,"RONAN, RUTH",,,0
1184,"RONAN, SEAN",,,0
1185,"RONEY, BRIAN",,,0
1186,"ROSENBUSCH, THOMAS",,,1
1187,"ROSS, VERNARD",,,0
1188,"ROUSE, GENO",SERGEANT OF POLICE,701,1
1189,"ROWLING, STEVEN",,,0
1190,"ROYSTER, THERMON",,,0
1191,"ROYTMAN, VALERY",,,0
1192,"RUBIN, HARVEY",,,0
1193,"RUBINO, MICHELLE",,,0
1194,"RUBIO, ROBERT",SERGEANT OF POLICE,025,0
1195,"RUCCI, DAVID",,,0
1196,"RUIZ, ERACLIO",,,0
1197,"RYAN, GERALD",SERGEANT OF POLICE,024,1
1198,"RYAN, JOHN",,,27
1199,"RYAN, MICHAEL",,,1
1200,"RYAN, THOMAS",,,0
1201,"RYLE, JAMES",LIEUTENANT OF POLICE,211,0
1202,"RYLE, MICHAEL",LIEUTENANT OF POLICE,189,2
1203,"SABATINO, STEVEN",,,0
1204,"SACKS, JEFFREY",,,0
1205,"SAHNAS, KEN",,,0
1206,"SAJDAK, JAMES",SERGEANT OF POLICE,011,0
1207,"SALADINO, MICHAEL",,,0
1208,"SALDANA, FABIAN",,,0
1209,"SALGADO, AGUSTIN",,,0
1210,"SAM, CINDY",LIEUTENANT OF POLICE,002,0
1211,"SAMPSON, WAYNE",,,0
1212,"SANCHEZ, ALEJANDRO",,,0
1213,"SANCHEZ, JESSICA",INVESTIGATOR 2 IPRA,113,0
1214,"SANCHEZ, JOHN",,,0
1215,"SANCHEZ, NOEL",,,0
1216,"SANDERS, ERICA",INVESTIGATOR 3 IPRA,113,1
1217,"SANDERS, TRACEY",,,0
1218,"SANTANGELO, PAUL",,,0
1219,"SANTOS, MICHAEL",,,0
1220,"SARLITTO, MARY",,,0
1221,"SCALETTA, MICHAEL",SERGEANT OF POLICE,016,0
1222,"SCANLON, WILLIAM",,,0
1223,"SCAPARDINE, MICHAEL",SERGEANT OF POLICE,004,0
1224,"SCHAAF, JEFFREY",,,0
1225,"SCHERER, KARL",SERGEANT OF POLICE,016,0
1226,"SCHIELD, WILLIAM",,,0
1227,"SCHLOSS, ALLISON",,,0
1228,"SCHMEER, PAULA",,,0
1229,"SCHMIDT, CHRISTOPH",SERGEANT OF POLICE,018,1
1230,"SCHMIDT, ROBERT",,,0
1231,"SCHMIT, JOSEPH",,,0
1232,"SCHMITZ, ELLYN",,,1
1233,"SCHNIER, BRIAN",,,0
1234,"SCHNOOR, KELLY",SERGEANT OF POLICE,012,0
1235,"SCHNOOR, WILLIAM",,,0
1236,"SCHOEFF, ANDREW",,,0
1237,"SCHULER, JOHN",,,0
1238,"SCHULER, JOSEPH",SERGEANT OF POLICE,121,0
1239,"SCHULTZ, ELIZABETH",SERGEANT OF POLICE,006,0
1240,"SCHULZ, ANTHONY",SERGEANT OF POLICE,006,1
1241,"SCHWIEGER, ELIZABETH",,,0
1242,"SCHWIEGER, SCOTT",,,0
1243,"SCOTT, RICHARD",,,0
1244,"SEAGREN, SARA",,,0
1245,"SEARS, MARGARET",LIEUTENANT OF POLICE,006,0
1246,"SEBASTIAN, CLINTON",,,0
1247,"SEDLACEK, PAUL",,,0
1248,"SEGINA, MARIA-LYN",,,0
1249,"SEKERA, ROBERT",,,0
1250,"SENNER, ANDREW",SERGEANT OF POLICE,018,0
1251,"SEPULVEDA, DAVID",SERGEANT OF POLICE,009,0
1252,"SERAFINI, JOHN",,,0
1253,"SERB, JOSEPH",,,0
1254,"SERIO, ALEXIS",,,0
1255,"SESSO, JACQUELIN",LIEUTENANT OF POLICE,025,0
1256,"SESSO, STEVEN",,,0
1257,"SHAUGHNESSY, JOHN",,,0
1258,"SHAVERS JR, ISAAC",SERGEANT OF POLICE,006,0
1259,"SHEEHAN, THOMAS",,,0
1260,"SHEETS, FRANK",INVESTIGATOR 2 IPRA,113,0
1261,"SHEMASH, GABRIELLA",,,0
1262,"SHEMASH, MICHAEL",,,0
1263,"SHIELDS, MICHAEL",,,0
1264,"SHINE, DANIEL",,,0
1265,"SHINN, DERRICK",,,0
1266,"SHOSHI, LEONARD",,,0
1267,"SHOUSE, THOMAS",LIEUTENANT OF POLICE,016,0
1268,"SHOWERS, DAVID",SERGEANT OF POLICE,189,0
1269,"SIERGIEJ, JOHN",PO AS DETECTIVE,121,0
1270,"SILAS JR, NATHAN",,,1
1271,"SILAS, NATHAN",,,0
1272,"SILVA, ALEJANDRO",SERGEANT OF POLICE,020,0
1273,"SIMIK, DEBORAH",,,0
1274,"SIMON, DANIEL",,,0
1275,"SIMON, THOMAS",SERGEANT OF POLICE,018,0
1276,"SISK, SHAWN",,,0
1277,"SIWEK, JEFFREY",SERGEANT OF POLICE,025,0
1278,"SKIPPER, NEIL",LIEUTENANT OF POLICE,024,1
1279,"SKOL, LARRY",SERGEANT OF POLICE,121,13
1280,"SLAVIN, SCOTT",,,0
1281,"SLECHTER, SCOTT",SERGEANT OF POLICE,011,0
1282,"SLOWINSKI, JOHN",SERGEANT OF POLICE,002,0
1283,"SLOYAN, GREGORY",,,0
1284,"SMITH, DENNIS",,,2
1285,"SMITH, DONALD",,,0
1286,"SMITH, JAMES",,,0
1287,"SMITH, JIMMIE",,,0
1288,"SMITH, TIMOTHY",,,0
1289,"SNARSKIS, STANLEY",SERGEANT OF POLICE,012,2
1290,"SNELLING, LARRY",,,1
1291,"SODINI, RONALD",,,0
1292,"SOLIS, MARCELLA",SERGEANT OF POLICE,121,5
1293,"SOPCAK, VICKI",,,0
1294,"SOPIKIOTIS, CHRIS",SERGEANT OF POLICE,014,0
1295,"SORIA, SANDRA",,,0
1296,"SOSA, JAIME",SERGEANT OF POLICE,025,1
1297,"SOTO, ROBERT",,,0
1298,"SOTO, ROBERTO",INVESTIGATOR 3 IPRA,113,1
1299,"SPAGNOLA, MICHAEL",,,0
1300,"SPARKS, SHERELL",SERGEANT OF POLICE,006,0
1301,"SPELLMAN, JOHN",,,0
1302,"SPENCER, DARRELL",,,0
1303,"SPRADLEY, ERNEST",SERGEANT OF POLICE,006,0
1304,"SPRANDEL JR, LAWRENCE",,,0
1305,"SPREYNE, BRYAN",SERGEANT OF POLICE,008,0
1306,"STACHULA, CHRISTOPH",SERGEANT OF POLICE,024,0
1307,"STACK, MICHAEL",,,0
1308,"STACK, THOMAS",,,0
1309,"STADNIK, RICHARD",SERGEANT OF POLICE,010,0
1310,"STAHL, JOHN",,,3
1311,"STANKUS, JEFFERY",SERGEANT OF POLICE,189,0
1312,"STARKS, LISA",,,0
1313,"STASCH, ROBERT",,,0
1314,"STEC, LAWRENCE",,,0
1315,"STEELE, ROBERTA",SERGEANT OF POLICE,167,0
1316,"STEFANSKO, DEBORAH",,,0
1317,"STEHLIK, JOSEPH",,,12
1318,"STEINBRENNER, RICHARD",SERGEANT OF POLICE,006,0
1319,"STEVENS, MATTHEW",SERGEANT OF POLICE,014,0
1320,"STEVENS, MICHAEL",,,1
1321,"STEWART, ANDREW",SERGEANT OF POLICE,121,0
1322,"STEWART, DENISE",INTAKE AIDE,113,0
1323,"STISCAK, MICHAEL",LIEUTENANT OF POLICE,019,2
1324,"STONE, DEAN",,,0
1325,"STOPPA, KENNETH",LIEUTENANT OF POLICE,025,0
1326,"STOUTENBOROUGH, ANDREA",SUPERVISING INV IPRA,113,0
1327,"STRAND, DONNA",,,0
1328,"STRIBLING, PATRICIA",SERGEANT OF POLICE,610,0
1329,"STRUKE, MARK",,,0
1330,"STRZECHOWSKI, LAWRENCE",,,0
1331,"STUART, STEPHANIE",,,0
1332,"STUBBE, JAMES",,,0
1333,"SUBER, CHRISTOPH",,,0
1334,"SULLINS, EDWARD",,,0
1335,"SULLIVAN, JOSEPH",SERGEANT OF POLICE,025,0
1336,"SVACHULA, CHRISTOPH",SERGEANT OF POLICE,011,0
1337,"SVILAR, WILLIAM",,,0
1338,"SWAIN, MATTHEW",,,2
1339,"SWEENEY, BRIAN",,,0
1340,"SWEENEY, NANCY",SERGEANT OF POLICE,018,0
1341,"SZARZYNSKI, TIMOTHY",SERGEANT OF POLICE,005,0
1342,"SZEFC, LINDA",,,1
1343,"SZMYD, JOHN",,,0
1344,"TAGLIOLI, THOMAS",,,0
1345,"TALIAFERRO, CHRISTOPH",,,0
1346,"TALLEY, YOLANDA",,,0
1347,"TANDYK, JOSEPH",SERGEANT OF POLICE,022,1
1348,"TANNEHILL, MARTIN",,,0
1349,"TANTILLA, MICHAEL",SERGEANT OF POLICE,025,0
1350,"TATE, MICHAEL",SERGEANT OF POLICE,006,0
1351,"TAYLOR, JAMES",,,0
1352,"TERRAZAS, JESSE",,,0
1353,"TERRY, YVONNE",,,0
1354,"THOMAS JR, LARRY",,,0
1355,"THOMAS, ARTRA",,,0
1356,"THOMAS, EDWIN",,,0
1357,"THOMAS, WILLIAM",,,0
1358,"THOMPSON, ANDRE",,,1
1359,"THOMPSON, LISA",,,0
1360,"THOMPSON, MARK",,,0
1361,"TIERNEY, JOHN",SERGEANT OF POLICE,121,0
1362,"TIETZ, ROBERT",,,0
1363,"TILLMAN, PAULA",,,0
1364,"TIRADO, JOSE",,,0
1365,"TIRADO, MARCO",SERGEANT OF POLICE,121,0
1366,"TOKARSKI, JOSEPH",,,0
1367,"TOPCZEWSKI, BRYAN",SERGEANT OF POLICE,011,0
1368,"TORRES JR, WILFREDO",,,0
1369,"TORRES, ARTURO",,,1
1370,"TORRES, ESMELIDA",SERGEANT OF POLICE,009,0
1371,"TORRES, WANDA",SERGEANT OF POLICE,167,0
1372,"TRAYNOR, FRANK",,,0
1373,"TREPELAS, MICHAEL",SERGEANT OF POLICE,019,0
1374,"TRIANTAFILLO, JAMES",,,2
1375,"TRLAK, ROBERT",,,2
1376,"TROGLIA, GERALD",SERGEANT OF POLICE,004,0
1377,"TRUHLAR, JEFF",SERGEANT OF POLICE,011,0
1378,"TSOUKALAS, CHRIST",SERGEANT OF POLICE,121,5
1379,"TULLY, SEAN",,,1
1380,"UCHMAN, ROXANE",,,4
1381,"UDING, BRYON",,,2
1382,"ULDRYCH, MARILYN",,,0
1383,"ULLEWEIT, FREDRICK",,,0
1384,"UNIZYCKI, RICHARD",,,0
1385,"URBIKAS, ELDON",,,0
1386,"URSITTI, ERNEST",,,0
1387,"UTZ, JON",SERGEANT OF POLICE,011,0
1388,"VACLAVIK, JOSEPH",,,0
1389,"VALADEZ, FRANCIS",,,0
1390,"VALDEZ, OSVALDO",,,0
1391,"VALE, DENIS",,,0
1392,"VALLEE, GEORGE",,,0
1393,"VALTIERRA, JOHN",,,3
1394,"VAN GIESEN, MARK",,,0
1395,"VAN VRANKEN, JAMES",,,0
1396,"VANEK, MARC",,,0
1397,"VANN JR, EUGENE",,,0
1398,"VANNA, ROBERT",SERGEANT OF POLICE,121,3
1399,"VANOUREK, JOSEPH",SERGEANT OF POLICE,001,0
1400,"VANTHOF, SARAH",SERGEANT OF POLICE,005,0
1401,"VARGAS JR, RODOLFO",,,0
1402,"VAZQUEZ, AURORA",INVESTIGATOR 2 IPRA,113,0
1403,"VAZQUEZ, GERMAN",SERGEANT OF POLICE,010,0
1404,"VERGARA, FRANCISCA",,,0
1405,"VERGARA, HECTOR",,,0
1406,"VERTA, JOHN",,,0
1407,"VICK, WILLIAM",,,0
1408,"VILLALOBOS, DAVID",SERGEANT OF POLICE,001,0
1409,"VINCENT, MAUREEN",,,0
1410,"VIVERITO, VINCENT",SERGEANT OF POLICE,025,0
1411,"VUCKO, JASON",LIEUTENANT OF POLICE,008,0
1412,"VUJIC, MILAN",SERGEANT OF POLICE,004,0
1413,"WALCZAK, TRACY",,,0
1414,"WALKER, COREY",SERGEANT OF POLICE,008,0
1415,"WALKER, ROBERT",SERGEANT OF POLICE,004,0
1416,"WALKER, TOMMY",,,1
1417,"WALKER, TRACI",SERGEANT OF POLICE,121,0
1418,"WALLACE, ANDREW",,,0
1419,"WALLACE, JOSHUA",,,0
1420,"WALSH, DENNIS",,,0
1421,"WALSH, JAMES",,,0
1422,"WALSH, MICHAEL",,,0
1423,"WALSH, THOMAS",,,0
1424,"WALSH, VINCENT",,,1
1425,"WALSH, WILLIAM",,,0
1426,"WALTER, MARK",,,0
1427,"WALTER, SANDRA",,,0
1428,"WARD, ANGEL",,,0
1429,"WARD, DAVINA",SERGEANT OF POLICE,121,1
1430,"WARD, JOHN",,,0
1431,"WARE, TIMOTHY",SERGEANT OF POLICE,002,0
1432,"WARLING, EUGENE",,,0
1433,"WASHINGTON, MONIQUE",,,1
1434,"WASIELEWSKI, CARL",SERGEANT OF POLICE,011,0
1435,"WATSON, LARRY",,,0
1436,"WATSON, RODERICK",,,0
1437,"WATTS, RONALD",,,0
1438,"WEBB, DARCEL",,,0
1439,"WEBB, JOSEPH",POLICE OFFICER,121,0
1440,"WEBB, MAIRA",INVESTIGATOR 2 IPRA,113,0
1441,"WEDSTER, RUTH",,,0
1442,"WEEDEN, WILLIAM",,,0
1443,"WEIDIG, STEVEN",,,0
1444,"WEIGAND, DAVID",,,0
1445,"WEIGLEIN, TIMOTHY",,,0
1446,"WELCH, EMMET",,,0
1447,"WENDT, ALBERT",,,0
1448,"WEST, LAURA",,,0
1449,"WESTON, ROBERT",SERGEANT OF POLICE,017,0
1450,"WESTPHAL, EDWARD",,,0
1451,"WHEELER, ROBERT",SERGEANT OF POLICE,606,1
1452,"WHITE, ANTON",,,0
1453,"WHITE, CYNTHIA",,,2
1454,"WHITE, EVELYN",,,0
1455,"WHITE, GLENN",SERGEANT OF POLICE,136,1
1456,"WHITE, LAKENYA",INTAKE AIDE,113,1
1457,"WHITE, MICHAEL",SERGEANT OF POLICE,019,0
1458,"WHITESIDE, MARIA",,,0
1459,"WHITMORE JR, ROY",,,0
1460,"WIBERG, WAYNE",LIEUTENANT OF POLICE,005,0
1461,"WIECZOREK, THOMAS",LIEUTENANT OF POLICE,009,0
1462,"WIELAND, HEINZ",,,0
1463,"WILKERSON, RONALD",SERGEANT OF POLICE,161,0
1464,"WILLIAMS, CASSANDRA",,,0
1465,"WILLIAMS, GARY",,,0
1466,"WILLIAMS, KELVIN",,,0
1467,"WILLIAMS, LUNYE",,,6
1468,"WILLIAMS, ONETTA",,,3
1469,"WILLIAMS, STANLEY",SERGEANT OF POLICE,005,0
1470,"WILLIAMS, TERENCE",,,0
1471,"WILLIAMS, TERESA",LIEUTENANT OF POLICE,003,0
1472,"WILLIAMS, TIFFANY",INVESTIGATOR 2 IPRA,113,0
1473,"WILLIAMS, TROY",SERGEANT OF POLICE,002,0
1474,"WILLINGHAM, RUSSELL",,,0
1475,"WILLIS, DANIEL",,,0
1476,"WILLIS, MARGIT",,,0
1477,"WILLIS, RONALD",,,0
1478,"WILLNER, JOHN",,,0
1479,"WILLOUGHBY, DARRELL",SERGEANT OF POLICE,020,0
1480,"WILMOUTH, JOHN",,,0
1481,"WILSON, GRACE",INVESTIGATOR 3 IPRA,113,0
1482,"WILSON, MICHAEL",,,0
1483,"WILSON, MICHELLE",,,0
1484,"WILSON, STEVEN",,,0
1485,"WINSTROM, ERIC",,,0
1486,"WISER, RICHARD",,,0
1487,"WITCZAK, STEVEN",,,0
1488,"WITTENBERG, JOHN",,,0
1489,"WODNICKI, EDWARD",LIEUTENANT OF POLICE,007,0
1490,"WOLF, TIMOTHY",SERGEANT OF POLICE,121,6
1491,"WOLF, WILLIAM",,,0
1492,"WOODS, BETTY",,,0
1493,"WOODS, DAVID",,,1
1494,"WOODS, KIMBERLY",SERGEANT OF POLICE,007,0
1495,"WOOTEN, YVETTE",SERGEANT OF POLICE,018,0
1496,"WORD, HOSEA",SERGEANT OF POLICE,701,1
1497,"WRIGHT JR, DAVID",,,0
1498,"WRIGHT, BRIAN",,,0
1499,"WU, DAVID",,,0
1500,"YOSHIMURA, EDDIE",,,0
1501,"YOUNG, ARTHUR",,,0
1502,"ZABER, NICHOLAS",,,0
1503,"ZAHN, DAVID",,,0
1504,"ZAYAS JR, ANDRES",,,0
1505,"ZELITZKY, ADAM",SERGEANT OF POLICE,022,0
1506,"ZEMEK, HELEN",,,0
1507,"ZENERE, MARK",,,0
1508,"ZIC-SCHLOMAS, VIRGINIA",,,0
1509,"ZIEGENHORN, MAUREEN",,,0
1510,"ZUBER, PATRICIA",LIEUTENANT OF POLICE,001,0
